02.07.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013031**** - САД "ПУБ",,,,,100100,,,,,,,,,,,,,,,,,,,,,100100
013032**** - САД "УССД",,,,,723646.58,,,,,674561.93,,,,,,234335.59,,,,,,,,,,1632544.1
013034**** - Академия на МВР,10000,,,,43975.36,,,,,,,,,,2387,11425.3,,,,,,,,,,67787.66
013060**** - ГД "Национална полиция",,,,,5000,,,,,,,,,,,,,,,,,,,,,5000
013070**** - ГД "Гранична полиция",,,,,4000,,,,,,,,,,,,,,,,,,,,,4000
0131000058 - ОД на МВР - Видин,,,,,2000,,,,,,,,,,,3000,,,,,,,,,,5000
013700**** - ГД ПБЗН,,,,,166770.67,,,,,,,,,,2662.34,,,,,,,,,-3440.47,,165992.54
