10.09.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,63.36,,,,,502228.28,,,,,,,,,,,,,,,,502291.64
0130310001 - САД "ПУБ",,,,,33416.29,,,,,,,,,,,,,,,,,,,,,33416.29
013032**** - САД "УССД",,,,,350,,,,,,,,,,,10484.57,,,,,,,,,,10834.57
013034**** - Академия на МВР,1469.59,117.98,,,10909.97,,,,,,,,,,,220.42,,,,,,,,,,12717.96
0130350004 - ИСТ,,,,,372.12,,,,,,,,,,,,,,,,,,,,,372.12
013036**** - Медицински институт,,,,,13791.96,,,,,,,,,,,,,,,,,,,,,13791.96
013040**** - СДВР,2543.02,,,,,,,,,3000,,,,,,,,,,,,,,,,5543.02
013060**** - ГД "Национална полиция",,,,,17475,,,,,,,,,,,,,,,,,,,,,17475
013070**** - ГД "Гранична полиция",157.81,,,,3128.88,,,,,,,,,,,10494.33,,,,,,,,,,13781.02
0130900008 - САД "Международни проекти",,,,,2426.02,,,,,,,,,680,10,,,,,,,,,,,3116.02
0131000021 - ОД на МВР - Бургас,,,,,,,,,,16845.72,,,,,,,,,,,,,,,,16845.72
0131000042 - ОД на МВР - В. Търново,,,,,,,,,,,,,,,,1478,,,,,,,,,,1478
0131000058 - ОД на МВР - Видин,,,,,426.6,,,,,,,,,,,,,,,,,,,,,426.6
0131000079 - ОД на МВР - Габрово,,,,,2894.62,,,,,,,,,,,,,,,,,,,,,2894.62
0131000084 - ОД на МВР - Добрич,,,,,3718.86,,,,,,,,,,,,,,,,,,,,,3718.86
0131000090 - ОД на МВР - Кърджали,,,,,1232.6,,,,,,,,,,,,,,,,,,,,,1232.6
0131000119 - ОД на МВР - Монтана,,,,,605.86,,,,,,,,,,,,,,,,,,,,,605.86
0131000145 - ОД на МВР - Перник,,,,,2321.74,,,,,,,,,,,400,,,,,,,,,,2721.74
0131000150 - ОД на МВР - Плевен,,,,,465.39,,,,,,,,,,893,,,,,,,,,,,1358.39
0131000171 - ОД на МВР - Разград,,88.94,,,,,,,,,,,,,,4000,,,,,,,,,,4088.94
0131000206 - ОД на МВР - Сливен,,,,,2000,,,,,,,,,,,1109.09,,,,,,,,,,3109.09
0131000211 - ОД на МВР - Смолян,2688.26,213.5,,,6285.99,,,,,,,,,,,2000,,,,,,,,,,11187.75
0131000227 - ОД на МВР - София,1150,,,,640,,,,,,,,,,,,,,,,,,,,,1790
0131000253 - ОД на МВР - Хасково,,,,,,,,,,,,,,,,317.12,,,,,,,,,,317.12
0131000274 - ОД на МВР - Ямбол,,,,,261.86,,,,,,,,,,,,,,,,,,,,,261.86
0133000000 - Държавна агенция за бежанците,,,,,25919.5,,,,,,,,,,,,,,,,,,,,,25919.5
0134000004 - САД "КИС",,,,,7959.97,,,,,,,,,,,,,,,,,,,,,7959.97
0136000003 - ГДБОП,,,,,218422.56,,,,,,,,,,,,,,,,,,,,,218422.56
013700**** - ГД ПБЗН,,,,,,,,,,,,,,,1390,,,,,,,,,,,1390
