01.11.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0131000227 - ОД на МВР - София,,,,,7004.61,,,,,2990.16,,,,,,,,,,,,,,,,9994.77
