27.06.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,11900,,,,,,,,,,,,,,,,,,,,,11900
013032**** - САД "УССД",,,,,1098.9,,,,,,,,,,,26159.43,,,,,,,,,,27258.33
0130350004 - ИСТ,36228,,,,4296.58,,,,,,,,,,,,,,,,,,,,,40524.58
013036**** - Медицински институт,,,,,12555.49,,,,,,,,,,,,,,,,,,,,,12555.49
0130370000 - НСПО - ПУБ Китен,,,,,,,,,,,,,,,,788.94,,,,,,,,,,788.94
013040**** - СДВР,501.44,,160,,6837.98,,,,,,,,,,20.31,593.17,,,,,,,,,,8112.9
013060**** - ГД "Национална полиция",,,,,4529.59,,,,,,,,,13184.41,,,,,,,,,,,,17714
013070**** - ГД "Гранична полиция",,,,,47548.46,,,,,,,,,,,,,,,,,,,,,47548.46
0131000016 - ОД на МВР - Благоевград,,,,,180,,,,,,,,,,,,,,,,,,,,,180
0131000021 - ОД на МВР - Бургас,,,,,24484.97,,,,,12498.58,,,,,,,,,,,,,,,,36983.55
0131000037 - ОД на МВР - Варна,,,,,12451.02,,,,,,,,,,,,,,,,,,,,,12451.02
0131000042 - ОД на МВР - В. Търново,,,,,1401.94,,,,,,,,,,,2434.68,,,,,,,,,,3836.62
0131000058 - ОД на МВР - Видин,,,,,2223.24,,,,,,,,,,,,,,,,,,,,,2223.24
0131000079 - ОД на МВР - Габрово,,,,,1016.42,,,,,,,,,,,3903.24,,,,,,,,,,4919.66
0131000084 - ОД на МВР - Добрич,,,,,5076.39,,,,,,,,,,,,,,,,,,,,,5076.39
0131000090 - ОД на МВР - Кърджали,,,,,14.18,,,,,,,,,,,,,,,,,,,,,14.18
0131000103 - ОД на МВР - Кюстендил,,,,,5262.45,,,,,,,,,,,,,,,,,,,,,5262.45
0131000119 - ОД на МВР - Монтана,,,,,618.65,,,,,,,,,,,338.41,,,,,,,,,,957.06
0131000130 - ОД на МВР - Пазарджик,,,,,5272.96,,,,,,,,,,,,,,,,,,,,,5272.96
0131000145 - ОД на МВР - Перник,,,200,,14508.37,,,,,,,,,,,1752.93,,,,,,,,,,16461.3
0131000150 - ОД на МВР - Плевен,,,,,855,,,,,,,,,,,,,,,,,,,,,855
0131000166 - ОД на МВР - Пловдив,,,,,10157.69,,,,,,,,,,,74,,,,,,,,,,10231.69
0131000171 - ОД на МВР - Разград,,,,,282.27,,,,,,,,,,,,,,,,,,,,,282.27
0131000192 - ОД на МВР - Силистра,,,,,2416.28,,,,,,,,,,,132.73,,,,,,,,,,2549.01
0131000206 - ОД на МВР - Сливен,,,,,2981.37,,,,,,,,,,,,,,,,,,,,,2981.37
0131000211 - ОД на МВР - Смолян,,,,,610,,,,,,,,,,,659.58,,,,,,,,,,1269.58
0131000232 - ОД на МВР - Ст.Загора,,,,,1991.28,,,,,,,,,,,1396.49,,,,,,,,,,3387.77
0131000248 - ОД на МВР - Търговище,90,,,,8595.38,,,,,,,,,,,,,,,,,,,,,8685.38
0131000253 - ОД на МВР - Хасково,,,,,1674.64,,,,,,,,,,,489.3,,,,,,,,,,2163.94
0131000269 - ОД на МВР - Шумен,,,,,1359.31,,,,,,,,,,72,,,,,,,,,,,1431.31
0131000274 - ОД на МВР - Ямбол,,,,,24,,,,,,,,,,,1408.32,,,,,,,,,,1432.32
0134000004 - САД "КИС",,,,,13046.11,,,,,,,,,,,,,,,,,,,,,13046.11
0135000009 - СПЕЦИАЛНА КУРИЕРСКА СЛУЖБА,,,,,4343.56,,,,,,,,,,,,,,,,,,,,,4343.56
013700**** - ГД ПБЗН,17640,,,,19168.76,,,,,,,,,,,,,,,,,,,,,36808.76
0138000002 - Дирекция "НС 112",,,,,160,,,,,,,,,,,,,,,,,,,,,160
0139890003 - Фонд за безопасност на движението,,,,,,,,,,,,,,,,330,,,,,,,,,,330
