26.07.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,4411.47,,,,,59419.15,,,,,,,,,,,,,,,,63830.62
013032**** - САД "УССД",33620.15,,750,,600,,,,,,,,,,,48.84,,,,,,,,,,35018.99
0130330008 - СД "ОТО",182296,,,,,,,,,,,,,,,,,,,,,,,,,182296
013034**** - Академия на МВР,1452.35,,,,33019.38,,,,,,,,,,,,,,,,,,,,,34471.73
013036**** - Медицински институт,24982,,,,4233.6,,,,,,,,,,,,,,,,,,,,,29215.6
0130370000 - НСПО - ПУБ Китен,,,,,,,,,,,,,,,,5000,,,,,,,,,,5000
013040**** - СДВР,99069.3,,,,9645.13,,,,,,,,,,30,,,,,,,,,,,108744.43
013060**** - ГД "Национална полиция",29190.63,,,,33364.86,,,,,,,,,,,,,,,,,,,,,62555.49
013070**** - ГД "Гранична полиция",10428.8,,,,87133.8,,,,,,,,,,,,,,,,,,,,,97562.6
0131000016 - ОД на МВР - Благоевград,4052,,,,,,,,,,,,,,,,,,,,,,,,,4052
0131000021 - ОД на МВР - Бургас,65932.7,,,,186890.76,,,,,,,,,,,,,,,,,,,,,252823.46
0131000037 - ОД на МВР - Варна,52801.92,,,,1650,,,,,,,,,,,,,,,,,,,,,54451.92
0131000042 - ОД на МВР - В. Търново,54932.6,,,,4615.6,,,,,,,,,,,5688.14,,,,,,,,,,65236.34
0131000058 - ОД на МВР - Видин,,,,,43,,,,,,,,,,,,,,,,,,,,,43
0131000079 - ОД на МВР - Габрово,13822,,,,1723.85,,,,,,,,,,,,,,,,,,,,,15545.85
0131000084 - ОД на МВР - Добрич,,,,,1971.15,,,,,,,,,,,,,,,,,,,,,1971.15
0131000090 - ОД на МВР - Кърджали,47326,,,,,,,,,,,,,,,,,,,,,,,,,47326
0131000119 - ОД на МВР - Монтана,,,,,1037.05,,,,,,,,,,,1514.26,,,,,,,,,,2551.31
0131000130 - ОД на МВР - Пазарджик,6774.2,,,,17549.57,,,,,,,,,,,,,,,,,,,,,24323.77
0131000145 - ОД на МВР - Перник,,,,,,,,,,,,,,,,191.64,,,,,,,,,,191.64
0131000150 - ОД на МВР - Плевен,,,,,9674.14,,,,,,,,,,,,,,,,,,,,,9674.14
0131000166 - ОД на МВР - Пловдив,64080,,,,51144.5,,,,,,,,,,,1420.36,,,,,,,,,,116644.86
0131000171 - ОД на МВР - Разград,1182.38,,,,2613.36,,,,,,,,,,,,,,,,,,,,,3795.74
0131000187 - ОД на МВР - Русе,,,,,,,,,,,,,,,,3105.13,,,,,,,,,,3105.13
0131000192 - ОД на МВР - Силистра,18854,,,,,,,,,,,,,,,,,,,,,,,,,18854
0131000206 - ОД на МВР - Сливен,3000,,,,10763.49,,,,,,,,,,,,,,,,,,,,,13763.49
0131000211 - ОД на МВР - Смолян,61726.19,,,,1800,,,,,,,,,,,,,,,,,,,,,63526.19
0131000232 - ОД на МВР - Ст.Загора,,,,,,,,,,,,,,,,100,,,,,,,,,,100
0131000248 - ОД на МВР - Търговище,38612,,,,2965.97,,,,,,,,,,,,,,,,,,,,,41577.97
0131000253 - ОД на МВР - Хасково,,,,,1099.86,,,,,,,,,,,131.64,,,,,,,,,,1231.5
0131000269 - ОД на МВР - Шумен,,,,,3677.36,,,,,,,,,,,,,,,,,,,,,3677.36
0131000274 - ОД на МВР - Ямбол,28677.9,,,,1232.13,,,,,,,,,,,,,,,,,,,,,29910.03
0134000004 - САД "КИС",27888,,,,,,,,,,,,,,,,,,,,,,,,,27888
0135000009 - СПЕЦИАЛНА КУРИЕРСКА СЛУЖБА,,,,,43.42,,,,,,,,,,,,,,,,,,,,,43.42
013700**** - ГД ПБЗН,749298.91,,6467.11,,202858.89,,,,,,,,,,133.3,,,,,,,,,,,958758.21
