29.11.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,207663.6,,,,,125335.68,,,,,,,,,,,,,,,,332999.28
013031**** - САД "ПУБ",307318.92,,,,13401.04,,,,,,,,,,,,,,,,,,,,,320719.96
013032**** - САД "УССД",124.52,,,,223796.38,,,,,14342.4,,,,,61.64,37324.24,,,,,,,,,,275649.18
0130330008 - СД "ОТО",30968,,,,70,,,,,,,,,,,,,,,,,,,,,31038
013034**** - Академия на МВР,,,,,14943.98,,,,,,,,,,29900,,,,,,,,,,,44843.98
0130350004 - ИСТ,,,,,2679.8,,,,,,,,,,,,,,,,,,,,,2679.8
013036**** - Медицински институт,9872,,,,3184.5,,,,,,,,,,,,,,,,,,,,,13056.5
013038**** - Дирекция Миграция,5483.88,,,,53504.25,,,,,,,,,,,974.81,,,,,,,,,,59962.94
013040**** - СДВР,185098.36,,,,51265.09,,,,,,,,,,190,1204.31,,,,,,,,,,237757.76
013060**** - ГД "Национална полиция",,,,,35804.71,,,,,,,,,,,,,,,,,,,,,35804.71
013070**** - ГД "Гранична полиция",33744,,,,260084.43,,,,,7805.39,,,,,,8356.06,,,,,,,,,,309989.88
0130900008 - САД "Международни проекти",,,,,15094.47,,,,,,,,,107.36,,,,,,,,,,,,15201.83
0131000016 - ОД на МВР - Благоевград,,,,,19651.94,,,,,,,,,,,2166.16,,,,,,,,-96,,21722.1
0131000021 - ОД на МВР - Бургас,,,,,12130.83,,,,,,,,,,,,,,,,,,,,,12130.83
0131000037 - ОД на МВР - Варна,,,,,12054.77,,,,,,,,,,,,,,,,,,,,,12054.77
0131000042 - ОД на МВР - В. Търново,26743.4,,,,16231.96,,,,,,,,,,,2564.56,,,,,,,,,,45539.92
0131000058 - ОД на МВР - Видин,1831.47,,,,14852.79,,,,,,,,,,,,,,,,,,,,,16684.26
0131000063 - ОД на МВР - Враца,,,,,12340,,,,,,,,,,,,,,,,,,,,,12340
0131000079 - ОД на МВР - Габрово,892.8,,,,22886.74,,,,,,,,,,,,,,,,,,,,,23779.54
0131000090 - ОД на МВР - Кърджали,,,,,900.18,,,,,20740.7,,,,,,,,,,,,,,,,21640.88
0131000103 - ОД на МВР - Кюстендил,,,,,2015.74,,,,,,,,,,,,,,,,,,,,,2015.74
0131000119 - ОД на МВР - Монтана,59705.86,,,,5452.35,,,,,,,,,,,186.55,,,,,,,,,,65344.76
0131000124 - ОД на МВР - Ловеч,,,,,1472.37,,,,,,,,,,,,,,,,,,,,,1472.37
0131000130 - ОД на МВР - Пазарджик,,,,,26919.2,,,,,,,,,,,,,,,,,,,,,26919.2
0131000145 - ОД на МВР - Перник,29771.2,,,,1662.38,,,,,,,,,,,1001.73,,,,,,,,,,32435.31
0131000150 - ОД на МВР - Плевен,35980,,,,14500,,,,,,,,,,,,,,,,,,,,,50480
0131000166 - ОД на МВР - Пловдив,133414.72,,,,103127.81,,,,,,,,,,,231,,,,,,,,,,236773.53
0131000171 - ОД на МВР - Разград,59752.47,,,,12448.85,,,,,,,,,,40,216,,,,,,,,,,72457.32
0131000187 - ОД на МВР - Русе,80949.06,,,,46653.12,,,,,,,,,,500,1134.36,,,,,,,,,,129236.54
0131000192 - ОД на МВР - Силистра,23525.6,,,,39690.01,,,,,,,,,,,1383.4,,,,,,,,,,64599.01
0131000206 - ОД на МВР - Сливен,,,,,956,,,,,,,,,,,,,,,,,,,,,956
0131000227 - ОД на МВР - София,190724.18,,,,6746.61,,,,,,,,,,1646,66.52,,,,,,,,,,199183.31
0131000232 - ОД на МВР - Ст.Загора,,,,,1020,,,,,,,,,,,593.01,,,,,,,,,,1613.01
0131000248 - ОД на МВР - Търговище,19926.08,,,,17358.35,,,,,,,,,,550,,,,,,,,,,,37834.43
0131000269 - ОД на МВР - Шумен,,,,,33630.02,,,,,,,,,,,,,,,,,,,,,33630.02
0131000274 - ОД на МВР - Ямбол,,,,,29322.77,,,,,,,,,,89,331.8,,,,,,,,,,29743.57
0133000000 - Държавна агенция за бежанците,6383.59,,,,236121.92,,,,,,,,,,,,,,,,,,,,,242505.51
0135000009 - СПЕЦИАЛНА КУРИЕРСКА СЛУЖБА,,,,,9107.82,,,,,,,,,,,,,,,,,,,,,9107.82
013700**** - ГД ПБЗН,,,,,,,,,,,,,,11859605.5,,,,,,,,,,,,11859605.5
0138000002 - Дирекция "НС 112",,,,,41986,,,,,,,,,,,,,,,,,,,,,41986
0139890003 - Фонд за безопасност на движението,,,,,,,,,,,,,,,,765,,,,,,,,,,765
