29.10.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013032**** - САД "УССД",,,,,40,,,,,233797.75,,,,,,,,,,,,,,,,233837.75
013034**** - Академия на МВР,2000,,,,,,,,,,,,,,,,,,,,,,,,,2000
013036**** - Медицински институт,,,,,31,,,,,,,,,,,,,,,,,,,,,31
013060**** - ГД "Национална полиция",,,,,1928.03,,,,,,,,,,,,,,,,,,,,,1928.03
013070**** - ГД "Гранична полиция",,,,,,,,,,,,,,,,2086.48,,,,,,,,,,2086.48
013700**** - ГД ПБЗН,28989.37,,,,96,,,,,144144,,,,475440,,,,,,,,,,,,648669.37
