04.01.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130310001 - САД "ПУБ",,,,,100000,,,,,,,,,,,,,,,,,,,,,100000
013034**** - Академия на МВР,,,,,5500,,,,,,,,,,,,,,,,,,,,,5500
013700**** - ГД ПБЗН,,,,,3184.53,,,,,,,,,,,,,,,,,,,,,3184.53
