04.03.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,700000,,,,,,,,,,,,,,,,,,,,,700000
013070**** - ГД "Гранична полиция",,,,,450,,,,,,,,,,,,,,,,,,,,,450
0131000206 - ОД на МВР - Сливен,,,,,3879.49,,,,,,,,,,,,,,,,,,,,,3879.49
0133000000 - Държавна агенция за бежанците,,,,,40085.51,,,,,,,,,,,,,,,,,,,,,40085.51
0134000004 - САД "КИС",,,,,1110,,,,,,,,,,,,,,,,,,,,,1110
013700**** - ГД ПБЗН,,,,,27853.41,,,,,,,,,,,,,,,,,,,,,27853.41
