02.08.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130310001 - САД "ПУБ",400,,,,101309.34,,,,2000,,,,,,,,,,,,,,,,,103709.34
013036**** - Медицински институт,,,,,1354.98,,,,,,,,,,,25702.1,,,,,,,,,,27057.08
0130370000 - НСПО - ПУБ Китен,,,,,4856.58,,,,,,,,,,,17752.19,,,,,,,,,,22608.77
013070**** - ГД "Гранична полиция",,,,,5560,,,,,,,,,,,,,,,,,,,,,5560
0131000119 - ОД на МВР - Монтана,,,,,1393.82,,,,,,,,,,,,,,,,,,,,,1393.82
0133000000 - Държавна агенция за бежанците,,,,,10000,,,,,,,,,,,,,,,,,,,,,10000
0136000003 - ГДБОП,,,,,5000,,,,,,,,,,,,,,,,,,,,,5000
013700**** - ГД ПБЗН,300,,,,102292.87,,,,,,,,,,101.88,,,,,,,,,,,102694.75
