02.11.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130310001 - САД "ПУБ",,,,,100000,,,,,,,,,,,,,,,,,,,,,100000
013032**** - САД "УССД",,,,,72.35,,,,,4900,,,,,,183805.66,,,,,,,,,,188778.01
013036**** - Медицински институт,,,,,2154.01,,,,,,,,,,,13264.11,,,,,,,,,,15418.12
0131000187 - ОД на МВР - Русе,17136,,,,,,,,,,,,,,,,,,,,,,,,,17136
0131000253 - ОД на МВР - Хасково,,,,,2000,,,,,,,,,,,,,,,,,,,,,2000
013700**** - ГД ПБЗН,,,,,32550.51,,,,,,,,,,,,,,,,,,,,,32550.51
