30.12.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013031**** - САД "ПУБ",,,,,35.4,,,,,,,,,,,,,,,,,,,,,35.4
0130900008 - САД "Международни проекти",,,,,,,,,,,,,,,,,,,,,,,,-0.01,,-0.01
013700**** - ГД ПБЗН,,,,,,,,,,,,,,,,,,,,,,,,-18065.87,,-18065.87
