30.04.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013031**** - САД "ПУБ",,,,,15787.37,,,,,,,,,,,,,,,,,,,,,15787.37
013032**** - САД "УССД",,,,,275532.01,,,,,,,,,,,818.08,,,,,,,,,,276350.09
013038**** - Дирекция Миграция,,,,,14594.74,,,,,,,,,,,,,,,,,,,,,14594.74
013060**** - ГД "Национална полиция",,,,,8666.64,,,,,,,,,,,,,,,,,,,,,8666.64
013070**** - ГД "Гранична полиция",,,,,68030.81,,,,,,,,,,500,367.19,,,,,,,,,,68898
0131000037 - ОД на МВР - Варна,,,,,12001.72,,,,,,,,,,,,,,,,,,,,,12001.72
0131000042 - ОД на МВР - В. Търново,,,,,4854,,,,,,,,,,,3118.17,,,,,,,,,,7972.17
0131000058 - ОД на МВР - Видин,,,,,1976.48,,,,,,,,,,,,,,,,,,,,,1976.48
0131000079 - ОД на МВР - Габрово,,,,,5976.16,,,,,,,,,,,,,,,,,,,,,5976.16
0131000145 - ОД на МВР - Перник,,,,,600,,,,,,,,,,,,,,,,,,,,,600
0131000171 - ОД на МВР - Разград,,,,,2072.14,,,,,,,,,,,,,,,,,,,,,2072.14
0131000187 - ОД на МВР - Русе,,,,,455.23,,,,,,,,,,,1083.54,,,,,,,,,,1538.77
0131000206 - ОД на МВР - Сливен,,,,,12646.11,,,,,,,,,,,,,,,,,,,,,12646.11
0131000232 - ОД на МВР - Ст.Загора,571.97,,,,3140.68,,,,,3719.8,,,,,,3311.31,,,,,,,,,,10743.76
0131000248 - ОД на МВР - Търговище,,,,,6829.32,,,,,,,,,,,,,,,,,,,,,6829.32
0131000253 - ОД на МВР - Хасково,,,,,8448.77,,,,,,,,,,,293.77,,,,,,,,,,8742.54
0131000269 - ОД на МВР - Шумен,,,,,5043.19,,,,,,,,,,,,,,,,,,,,,5043.19
0131000274 - ОД на МВР - Ямбол,,,,,381.16,,,,,,,,,,,,,,,,,,,,,381.16
0133000000 - Държавна агенция за бежанците,1241.66,,,,4977.42,,,,,5277.36,,,,,,,,,,,,,,,,11496.44
0136000003 - ГДБОП,,,,,1054.23,,,,,,,,,,,,,,,,,,,,,1054.23
013700**** - ГД ПБЗН,5354,,349,,54927.58,,,,,,,,,,,,,,,,,,,,,60630.58
0138000002 - Дирекция "НС 112",,,200.8,,2275.33,,,,,,,,,,,,,,,,,,,,,2476.13
