08.01.2014,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0131000021 - ОД на МВР - Бургас,69190,,,,,,,,,,,,,,,,,,,,,,,,,69190
0131000058 - ОД на МВР - Видин,5770,,,,,,,,,,,,,,,,,,,,,,,,,5770
0131000130 - ОД на МВР - Пазарджик,66890,,,,,,,,,,,,,,,,,,,,,,,,,66890
0131000150 - ОД на МВР - Плевен,25780,,,,,,,,,,,,,,,,,,,,,,,,,25780
0131000187 - ОД на МВР - Русе,4190,,,,,,,,,,,,,,,,,,,,,,,,,4190
0131000206 - ОД на МВР - Сливен,64945,,,,,,,,,,,,,,,,,,,,,,,,,64945
0134000004 - САД "КИС",32220,,,,,,,,,,,,,,,,,,,,,,,,,32220
