27.08.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
0130000006 - МВР ЦУ,,,,,1035646.68,,,,,1513168.3,,,,,,,,,,,,,,,,2548814.98
0130310001 - САД "ПУБ",,,,,1953.81,,,,,,,,,,,,,,,,,,,,,1953.81
013032**** - САД "УССД",,,,,38546.15,,,,,,,,,,,10809.71,,,,,,,,,,49355.86
0130330008 - СД "ОТО",,,,,9321.17,,,,,,,,,,,,,,,,,,,,,9321.17
013034**** - Академия на МВР,,,,,13.36,,,,,,,,,,,,,,,,,,,,,13.36
013036**** - Медицински институт,,,,,399.65,,,,,,,,,,,,,,,,,,,,,399.65
013040**** - СДВР,259138.11,,,,1939.97,,,,,,,,,,60,360,,,,,,,,,,261498.08
013070**** - ГД "Гранична полиция",,,,,724.89,,,,,,,,,,,2822.01,,,,,,,,,,3546.9
0130900008 - САД "Международни проекти",,,,,7926.02,,,,,,,,,,,,,,,,,,,,,7926.02
0131000021 - ОД на МВР - Бургас,,,,,799.26,,,,,,,,,,,4574.06,,,,,,,,,,5373.32
0131000058 - ОД на МВР - Видин,,,,,8865.56,,,,,,,,,,200,,,,,,,,,,,9065.56
0131000079 - ОД на МВР - Габрово,17646.2,,,,5000,,,,,,,,,,,448.37,,,,,,,,,,23094.57
0131000084 - ОД на МВР - Добрич,,,,,8460.78,,,,,,,,,,,,,,,,,,,,,8460.78
0131000090 - ОД на МВР - Кърджали,15561.36,,,,,,,,,,,,,,,,,,,,,,,,,15561.36
0131000103 - ОД на МВР - Кюстендил,,,,,6464.89,,,,,,,,,,,,,,,,,,,,,6464.89
0131000145 - ОД на МВР - Перник,,,,,1674.4,,,,,,,,,,,1375.15,,,,,,,,,,3049.55
0131000150 - ОД на МВР - Плевен,25788,,,,18886.5,,,,,,,,,,,,,,,,,,,,,44674.5
0131000171 - ОД на МВР - Разград,,,,,2455,,,,,,,,,,,,,,,,,,,,,2455
0131000206 - ОД на МВР - Сливен,,,,,17919.57,,,,,,,,,,,,,,,,,,,,,17919.57
0131000227 - ОД на МВР - София,,,,,8927.54,,,,,,,,,,,,,,,,,,,,,8927.54
0133000000 - Държавна агенция за бежанците,458.76,50.97,,,,,,,,,,,,,,,,,,,,,,,,509.73
