27.08.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013032**** - САД "УССД",43141.3,,1570,,23604.35,,,,,,,,,,,836.29,,,,,,,,,,69151.94
0130330008 - СД "ОТО",110564,,,,,,,,,,,,,,,,,,,,,,,,,110564
013034**** - Академия на МВР,42614.2,,,,,,,,,,,,,,,,,,,,,,,,,42614.2
013036**** - Медицински институт,17500.58,,,,175040.18,,,,,,,,,,,,,,,,,,,,,192540.76
013060**** - ГД "Национална полиция",33255.6,,,,,,,,,,,,,,,,,,,,,,,,,33255.6
013070**** - ГД "Гранична полиция",51556.8,,,,8683.74,,,,,,,,,,,,,,,,,,,,,60240.54
0131000016 - ОД на МВР - Благоевград,,,,,1000,,,,,,,,,,,2178.9,,,,,,,,,,3178.9
0131000021 - ОД на МВР - Бургас,,,,,3216.42,,,,,,,,,,,,,,,,,,,,,3216.42
0131000063 - ОД на МВР - Враца,,,,,2929.34,,,,,,,,,,,,,,,,,,,,,2929.34
0131000084 - ОД на МВР - Добрич,29100.4,,,,,,,,,,,,,,,,,,,,,,,,,29100.4
0131000090 - ОД на МВР - Кърджали,,,,,4596.9,,,,,,,,,,,,,,,,,,,,,4596.9
0131000119 - ОД на МВР - Монтана,24888,,,,1323.28,,,,,,,,,,,,,,,,,,,,,26211.28
0131000145 - ОД на МВР - Перник,,,,,1296.53,,,,,,,,,,,2747.83,,,,,,,,,,4044.36
0131000150 - ОД на МВР - Плевен,,,,,3000,,,,,,,,,,,1000,,,,,,,,,,4000
0131000166 - ОД на МВР - Пловдив,53303.24,,,,10,,,,,,,,,,,,,,,,,,,,,53313.24
0131000192 - ОД на МВР - Силистра,,,,,2052.76,,,,,,,,,,,,,,,,,,,,,2052.76
0131000206 - ОД на МВР - Сливен,5560,,,,,,,,,,,,,,,113,,,,,,,,,,5673
0131000227 - ОД на МВР - София,,,,,69.6,,,,,,,,,,,2300,,,,,,,,,,2369.6
0131000253 - ОД на МВР - Хасково,,,,,226.1,,,,,,,,,,,,,,,,,,,,,226.1
0131000269 - ОД на МВР - Шумен,,,,,1072,,,,,,,,,,,,,,,,,,,,,1072
0131000274 - ОД на МВР - Ямбол,,,,,,,,,,,,,,,,1139.14,,,,,,,,,,1139.14
0134000004 - САД "КИС",,,,,1255.19,,,,,,,,,,,,,,,,,,,,,1255.19
0135000009 - СПЕЦИАЛНА КУРИЕРСКА СЛУЖБА,,,,,2073.37,,,,,,,,,,,,,,,,,,,,,2073.37
013700**** - ГД ПБЗН,,,,,9987.64,,,,,,,,,,50.06,,,,,,,,,,,10037.7
