06.01.2014,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013031**** - САД "ПУБ",,,,,54731.75,,,,,,,,,,,,,,,,,,,,,54731.75
013038**** - Дирекция Миграция,,,,,10000,,,,,,,,,,,,,,,,,,,,,10000
0131000058 - ОД на МВР - Видин,,,,,25,,,,,,,,,,,,,,,,,,,,,25
0131000103 - ОД на МВР - Кюстендил,,,,,6998.5,,,,,,,,,,,,,,,,,,,,,6998.5
0131000232 - ОД на МВР - Ст.Загора,,,,,21750,,,,,,,,,,,,,,,,,,,,,21750
0133000000 - Държавна агенция за бежанците,,,,,10000,,,,,,,,,,,,,,,,,,,,,10000
