20.09.2012,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013036**** - Медицински институт,,,,,4844.58,,,,,,,,,,,17628.79,,,,,,,,,,22473.37
013060**** - ГД "Национална полиция",,,,,804,,,,,,,,,,1095.26,,,,,,,,,,,1899.26
013070**** - ГД "Гранична полиция",,82.21,,,15701.41,,,,,,,,,,,,,,,,,,,,,15783.62
013700**** - ГД ПБЗН,,,,,24133.67,,,,,,,,,,,,,,,,,,,,,24133.67
