24.09.2013,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99,sum
013032**** - САД "УССД",592592.64,,14548.97,,,,,,,,,,,,,10568.49,,,,,,,,,,617710.1
0130330008 - СД "ОТО",,,,,7464.34,,,,,,,,,,,,,,,,,,,,,7464.34
013034**** - Академия на МВР,268892.68,,36382.78,,12915.68,,,,235786.35,,,,,,,3115.21,,,,,,,,,,557092.7
0130370000 - НСПО - ПУБ Китен,,,,,1000,,,,,,,,,,,,,,,,,,,,,1000
013038**** - Дирекция Миграция,296456,,2413.69,,11582.59,,,,,,,,,,,1050.22,,,,,,,,,,311502.5
013060**** - ГД "Национална полиция",848144,,33197.4,,17805.03,,,,,,,,,,,,,,,,,,,,,899146.43
013070**** - ГД "Гранична полиция",3239753.89,,157695.95,,10603.23,,,,,,,,,,,2676.15,,,,,,,,,,3410729.22
0131000021 - ОД на МВР - Бургас,,,,,533.96,,,,,,,,,,,4782,,,,,,,,,,5315.96
0131000037 - ОД на МВР - Варна,1585536.39,,104177.23,,,,,,,,,,,,,,,,,,,,,,,1689713.62
0131000058 - ОД на МВР - Видин,382188.15,,41287.78,,72,,,,,,,,,,,,,,,,,,,,,423547.93
0131000079 - ОД на МВР - Габрово,435943.23,,28476.78,,,,,,,,,,,,,,,,,,,,,,,464420.01
0131000084 - ОД на МВР - Добрич,600449.18,,41198.82,,136.36,,,,,,,,,,,,,,,,,,,,,641784.36
0131000090 - ОД на МВР - Кърджали,497163.92,,20155.37,,,,,,,,,,,,,,,,,,,,,,,517319.29
0131000103 - ОД на МВР - Кюстендил,72214.17,,,,,,,,,,,,,,,,,,,,,,,,,72214.17
0131000119 - ОД на МВР - Монтана,,,,,4917.14,,,,,,,,,,,,,,,,,,,,,4917.14
0131000124 - ОД на МВР - Ловеч,535158.88,,33905.84,,,,,,,,,,,,,,,,,,,,,,,569064.72
0131000145 - ОД на МВР - Перник,502981.51,,23332.98,,4902.21,,,,,,,,,,,198.1,,,,,,,,,,531414.8
0131000150 - ОД на МВР - Плевен,829432.02,,55078.04,,15,,,,,,,,,,,,,,,,,,,,,884525.06
0131000171 - ОД на МВР - Разград,,,,,105.47,,,,,,,,,,,,,,,,,,,,,105.47
0131000187 - ОД на МВР - Русе,,,,,1700,,,,,,,,,,,,,,,,,,,,,1700
0131000192 - ОД на МВР - Силистра,402343.28,,7495.54,,69.5,,,,,,,,,,,,,,,,,,,,,409908.32
0131000206 - ОД на МВР - Сливен,554641.32,,23585.95,,,,,,,,,,,,,,,,,,,,,,,578227.27
0131000232 - ОД на МВР - Ст.Загора,633245.12,,69534.96,,,,,,,,,,,,,,,,,,,,,,,702780.08
0131000248 - ОД на МВР - Търговище,,,,,2654.39,,,,,,,,,,,,,,,,,,,,,2654.39
0131000253 - ОД на МВР - Хасково,731391.57,,41383.85,,,,,,,,,,,,,,,,,,,,,,,772775.42
0131000269 - ОД на МВР - Шумен,580259.66,,14486.64,,,,,,,,,,,,,,,,,,,,,,,594746.3
0131000274 - ОД на МВР - Ямбол,,,,,10669.24,,,,,13320.16,,,,,,,,,,,,,,,,23989.4
0133000000 - Държавна агенция за бежанците,63496.28,,1164,,,,,,,,,,,,,,,,,,,,,,,64660.28
0134000004 - САД "КИС",299518.66,,7368.37,,,,,,,,,,,,,,,,,,,,,,,306887.03
0135000009 - СПЕЦИАЛНА КУРИЕРСКА СЛУЖБА,,,,,455.31,,,,,,,,,,,,,,,,,,,,,455.31
0136000003 - ГДБОП,463008.75,,8912.1,,,,,,,,,,,,,,,,,,,,,,,471920.85
013700**** - ГД ПБЗН,6638433.82,,308583.5,,753.3,,,,,,,,,,,,,,,,,,,,,6947770.62
0138000002 - Дирекция "НС 112",,,,,26588,,,,,,,,,,,,,,,,,,,,,26588
