date,entityid,01,02,03,05,10,18,20,30,40,50,60,70,80,88,89,90,91,92,93,94,95,96,97,98,99
120806,27,,,,,12412.34,,,,,,,,,,,1732.39,,,,,,,,,
120806,28,,,,,1350,,,,,,,,,,,,,,,,,,,,
120806,30,,,,,671.23,,,,,,,,,,2146,,,,,,,,,,
120806,33,,,,,25791,,,,,,,,,,,537.6,,,,,,,,,
120806,36,,,,,1120.86,,,,,,,,,,,255.45,,,,,,,,,
120806,37,,,,,22813.27,,,,,,,,,,,,,,,,,,,,
120806,43,,,,,15000,,,,,,,,,,,,,,,,,,,,
120806,45,,,,,845.25,,,,,,,,,,,,,,,,,,,,
120806,46,,,,,1668.59,,,,,,,,,,,,,,,,,,,,
120806,47,,,324.08,,441340.01,,,,,,,,,,,,,,,,,,,,
120807,1,,,,,191581.2,,,,,,,,,,,,,,,,,,,,
120807,4,2774.55,,,,31136.27,,,,,,,,,,,8479.19,,,,,,,,,
120807,5,,,,,220,,,,,,,,,,,,,,,,,,,,
120807,6,17360,,,,22855.01,,,,,,,,,,,5664.53,,,,,,,,,
120807,13,,,,,4696,,,,,,,,,,,,,,,,,,,,
120807,14,,,,,7941.9,,,,,,,,,,,157.7,,,,,,,,,
120807,15,,,,,32171.02,,,,,,,,,47821.2,,,,,,,,,,,
120807,17,,,,,5038,,,,,,,,,,,,,,,,,,,,
120807,18,,,,,2943.83,,,,,,,,,,,118,,,,,,,,,
120807,19,1904.67,,,,,,,,,,,,,,,1635.97,,,,,,,,,
120807,20,,,,,639.29,,,,,,,,,,,,,,,,,,,,
120807,21,,,,,654,,,,,,,,,,,7000,,,,,,,,,
120807,22,,,,,2665.45,,,,,,,,,,,19.8,,,,,,,,,
120807,29,,,,,,,,,,,,,,,3000,,,,,,,,,,
120807,30,,,,,2424.02,,,,,,,,,,,,,,,,,,,,
120807,31,,,,,150.23,,,,,,,,,,,,,,,,,,,,
120807,32,,,,,4504.17,,,,,,,,,,,3500,,,,,,,,,
120807,33,,,,,,,,,,,,,,,,5603.3,,,,,,,,,
120807,34,,,,,14495.3,,,,,,,,,,,,,,,,,,,,
120807,41,200,,,,680,,,,,,,,,,,,,,,,,,,,
120807,43,,,,,30,,,,,,,,,,,,,,,,,,,,
120808,1,,,,,55.9,,,,,2401.74,,,,,,,,,,,,,,,
120808,2,,,,,11285.6,,,,,,,,,,,,,,,,,,,,
120808,4,,,,,33671.08,,,,,2004.52,,,,,,45747.12,,,,,,,,,
120808,9,,,,,48.13,,,,,,,,,,,2200,,,,,,,,,
120808,12,,,,,500,,,,,,,,,,22.41,570.02,,,,,,,,,
120808,13,,,,,4940.33,,,,,,,,,,,6900,,,,,,,,,
120808,14,,,,,48027.98,,1496,,,,,,,,,3685.71,,,,,,,,,
120808,16,,,,,,,,,,,,,,,1200,,,,,,,,,,
120808,17,,356.3,,,3615.09,,,,,,,,,,,,,,,,,,,,
120808,19,,,,,32.28,,,,,,,,,,,1213.24,,,,,,,,,
120808,21,,,,,2149.58,,,,,,,,,,,,,,,,,,,,
120808,22,,,,,7103.98,,,,,,,,,,,,,,,,,,,,
120808,24,,,,,3000,,,,,,,,,,,,,,,,,,,,
120808,27,,,,,86.87,,,,,,,,,,657.35,,,,,,,,,,
120808,29,,,,,,,,,,,,,,,68,,,,,,,,,,
120808,30,,,,,2000,,,,,,,,,,,,,,,,,,,,
120808,34,,,,,343.16,,,,,,,,,,,,,,,,,,,,
120808,35,,,,,97.9,,,,,,,,,,,,,,,,,,,,
120808,39,,,,,17216.27,,,,,,,,,,,,,,,,,,,,
120808,40,,,,,28567.52,,,,,,,,,,,327.38,,,,,,,,,
120808,43,,,,,50669.86,,,,,,,,,,,,,,,,,,,,
120808,45,,,,,3431.59,,,,,,,,,,,,,,,,,,,,
120808,46,,,,,2130.79,,,,,,,,,,,,,,,,,,,,
120808,47,,,33.31,,1557650.91,,,,,,,,,,900,,,,,,,,,,
120809,1,,,,,90780.69,,,,,,,,,,,,,,,,,,,,
120809,2,68520,,50,,10935.71,,,,,,,,,,,,,,,,,,,,
120809,4,1300,,,,60451.42,,,,,,,,,,,14311.82,,,,,,,,,
120809,6,64180,,,,18938.56,,,,,7207.2,,,,,,,,,,,,,,,
120809,7,,,,,904.62,,,,,,,,,,,,,,,,,,,,
120809,8,,,210,,30171.64,,,,,,,,,,,755.63,,,,,,,,,
120809,10,,,,,6076.85,,,,,,,,,,,2577.33,,,,,,,,,
120809,12,6955.88,,,,,,,,,,,,,,,,,,,,,,,,
120809,13,21292,,,,3779.59,,,,,,,,,,,,,,,,,,,,
120809,14,3850,,,,641.4,,,,,,,,,,,1089.54,,,,,,,,,
120809,17,,,,,348,,,,,,,,,,,,,,,,,,,,
120809,18,,,,,18219.01,,,,,,,,,,,879.66,,,,,,,,,
120809,19,2855.59,,,,9.44,,,,,,,,,,,66,,,,,,,,,
120809,20,4610,,,,1721.4,,,,,,,,,,,,,,,,,,,,
120809,22,,,,,8595.45,,,,,,,,,,,,,,,,,,,,
120809,24,,,,,,,,,,,,,,,50,,,,,,,,,,
120809,25,24370,,,,1627.33,,,,,,,,,,,,,,,,,,,,
120809,26,,,,,668.03,,,,,,,,,,,,,,,,,,,,
120809,29,,,,,127.8,,,,,,,,,,,160,,,,,,,,,
120809,32,,,,,5440.44,,,,,,,,,,,,,,,,,,,,
120809,38,,,,,3000,,,,,,,,,,,4230.01,,,,,,,,,
120809,41,,,,,17440.3,,,,,,,,,,,200,,,,,,,,,
120809,42,,,,,11981.57,,,,,,,,,,,,,,,,,,,,
120809,43,13450,,,,879.18,,,,,,,,,,,,,,,,,,,,
120809,47,53500,,,,18998.64,,,,,,,,,,,34.4,,,,,,,,,
120810,2,,,,,30,,,,,,,,,,,,,,,,,,,,
120810,4,28896,,,,62878.71,,,,,,,,,,,71833.53,,,,,,,,,
120810,5,,,,,7470,,,,,,,,,,,,,,,,,,,,
120810,6,2650,,,,5445.53,,,,,,,,,,,,,,,,,,,,
120810,7,25460,,,,,,,,,,,,,,,,,,,,,,,,
120810,8,,,,,5801.01,,,,,,,,,,,10152.97,,,,,,,,,
120810,9,,,,,1000,,,,,,,,,,,13630.06,,,,,,,,,
120810,10,20320,,,,1276.26,,,,,,,,,,,45.6,,,,,,,,,
120810,12,156795,,,,,,,,,,,,,,,,,,,,,,,,
120810,13,72945,999.16,,,4771.03,,,,,,,,,,,37250.17,,,,,,,,,
120810,14,229630,,,,1243.14,,,,,,,,,,,896.99,,,,,,,,,
120810,16,4430,,,,,,,,,,,,,,,,,,,,,,,,
120810,17,67630,,,,,,,,,,,,,,,,,,,,,,,,
120810,18,11190,,,,,,,,,,,,,,,,,,,,,,,,
120810,20,,,,,25,,,,,,,,,,,,,,,,,,,,
120810,21,12470,,,,,,,,,,,,,,,,,,,,,,,,
120810,22,,,,,120,,,,,,,,,,,,,,,,,,,,
120810,23,,,,,19659.09,,,,,,,,,,,22118.29,,,,,,,,,
120810,24,50155,,,,,,,,,,,,,,,,,,,,,,,,
120810,25,500,,,,,,,,,,,,,,,10501.46,,,,,,,,,
120810,26,33230,,,,25792.86,,,,,,,,,,,,,,,,,,,,
120810,27,,,,,28173.86,,,,,,,,,,,,,,,,,,,,
120810,28,62930,,,,17216.52,,,,,,,,,,,,,,,,,,,,
120810,29,37850,,,,866.62,,,,,,,,,,,,,,,,,,,,
120810,30,24230,,,,,,,,,,,,,,,,,,,,,,,,
120810,31,25075,,,,,,,,,,,,,,,,,,,,,,,,
120810,32,,,,,1498.11,,,,,,,,,,,,,,,,,,,,
120810,33,5070,,,,34874.44,,,,,,,,,,,,,,,,,,,,
120810,34,,,,,2801.28,,,,,,,,,,,18699.91,,,,,,,,,
120810,35,63555,,,,,,,,,,,,,,,,,,,,,,,,
120810,36,43655,,,,,,,,,,,,,,,,,,,,,,,,
120810,37,1150,,,,10199.21,,,,,,,,,,,,,,,,,,,,
120810,38,35307.76,,,,29845.79,,,,,,,,,,36.6,600,,,,,,,,,
120810,39,4520,,,,,,,,,,,,,,,,,,,,,,,,
120810,40,28630,,,,935,,,,,,,,,,,455.36,,,,,,,,,
120810,41,5920,,,,,,,,,,,,,,,,,,,,,,,,
120810,42,51370,,,,,,,,,,,,,,,,,,,,,,,,
120810,43,14784.94,899.29,,,7507.63,,,,,,,,,,,,,,,,,,,,
120810,44,26650,,,,,,,,,,,,,,,,,,,,,,,,
120810,45,23580,,,,,,,,,,,,,,,,,,,,,,,,
120810,46,39050,,,,62136.4,,,,,,,,,,,,,,,,,,,,
120810,47,173780,168.94,,,8869.15,,,,,,,,,,,202957.62,,,,,,,,,
120810,48,,,,,3540.18,,,,,,,,,,,,,,,,,,,,
120810,49,,,,,24996,,,,,,,,,,,,,,,,,,,,
120813,1,,,,,,,,,,,,,,,,5854.56,,,,,,,,,
120813,2,300,,,,50000,,,,,,,,,,,,,,,,,,,,
120813,5,,,,,,,,,,,,,,,,7736.6,,,,,,,,,
120813,6,,,,,53351.91,,,,,1530,,,,,,2795.95,,,,,,,,,
120813,7,,,,,629.22,,,,,,,,,,,,,,,,,,,,
120813,8,,,,,90833.33,,,,,,,,,,,12760.47,,,,,,,,,
120813,9,180,,,,,,,,,,,,,,,,,,,,,,,,
120813,10,,,,,100,,,,,,,,,,,,,,,,,,,,
120813,12,,,,,,,,,,,,,,,,256780.31,,,,,,,,,
120813,13,,,,,,,,,,,,,,,20,,,,,,,,,,
120813,14,,,25256.94,,8960.86,,,,,,,,,,,10074.36,,,,,,,,,
120813,15,,,,,348,,,,,,,,,,,,,,,,,,,,
120813,16,,,,,,,,,,,,,,,,24131.87,,,,,,,,,
120813,17,,,,,7523.84,,,,,,,,,,906,49583.12,,,,,,,,,
120813,18,,,,,33188.83,,,,,,,,,,,26395.54,,,,,,,,,
120813,20,,,,,,,,,,,,,,,,7845.14,,,,,,,,,
120813,22,,,,,726.8,,,,,,,,,,,15762.36,,,,,,,,,
120813,23,,,,,20,,,,,,,,,,,,,,,,,,,,
120813,24,,,,,1016.61,,,,,,,,,,,14744.05,,,,,,,,,
120813,26,,,,,1308,,,,,,,,,,,7689.74,,,,,,,,,
120813,27,,,,,353.59,,,,,,,,,,,10316.06,,,,,,,,,
120813,28,,,,,,,,,,,,,,,,23311.6,,,,,,,,,
120813,29,,,,,,,,,,,,,,,,12778.79,,,,,,,,,
120813,30,,,,,,,,,,,,,,,,26376,,,,,,,,,
120813,31,,,358.14,,72177.77,,,,,,,,,,,53748.11,,,,,,,,,
120813,32,,,,,851.41,,,,,,,,,,2838,9304.09,,,,,,,,,
120813,33,,,,,795.08,,,,,,,,,,,15285.73,,,,,,,,,
120813,34,,,,,769.57,,,,,,,,,,,,,,,,,,,,
120813,35,,,,,603.06,,,,,,,,,,,9210.51,,,,,,,,,
120813,36,,,517.26,,8442.56,,,,,,,,,,,2232.09,,,,,,,,,
120813,37,,,,,,,,,,,,,,,,15049.31,,,,,,,,,
120813,38,,,,,2900,,,,,,,,,,,48006.3,,,,,,,,,
120813,39,,,,,,,,,,,,,,,,11293.93,,,,,,,,,
120813,40,,,,,,,,,,,,,,,,13719.06,,,,,,,,,
120813,41,,,,,348,,,,,,,,,,,15811.01,,,,,,,,,
120813,43,21.58,,,,,,,,,,,,,,,,,,,,,,,,
120813,46,,,,,,,,,,,,,,,,391.58,,,,,,,,,
120813,48,,,,,1615.25,,,,,,,,,,,,,,,,,,,,
120814,2,,,,,23599.47,,,,,,,,,,,,,,,,,,,,
120814,4,,,,,199053.33,,,,,,,,,,,37032.13,,,,,,,,,
120814,6,,,,,24194.27,,,,,,,,,,,,,,,,,,,,
120814,7,,,,,130.02,,,,,,,,,,,,,,,,,,,,
120814,8,10038,,2900,,9790,,,,,,,,,,,,,,,,,,,,
120814,13,,,,,969.23,,,,,,,,,,,,,,,,,,,,
120814,14,246,,,,24900.85,,,,,,,,,,,,,,,,,,,,
120814,17,,,,,2103.12,,,,,,,,,,,5000,,,,,,,,,
120814,18,,,,,2000,,,,,,,,,,,,,,,,,,,,
120814,19,19025,,,,2820.2,,,,,,,,,,,44587.99,,,,,,,,,
120814,20,,,,,14935.89,,,,,,,,,,,,,,,,,,,,
120814,21,,,,,,,,,,,,,,,,109912.09,,,,,,,,,
120814,23,1645,,,,5180.89,,,,,,,,,,,1000,,,,,,,,,
120814,26,1602.5,31.5,,,4461.86,,,,,,,,,,,,,,,,,,,,
120814,30,,,,,52003.2,,,,,,,,,,,,,,,,,,,,
120814,36,,,,,12511.69,,,,,,,,,,,,,,,,,,,,
120814,38,,,,,638.4,,,,,,,,,,,,,,,,,,,,
120814,42,,,,,534.44,,,,,,,,,,,9872.66,,,,,,,,,
120814,44,,,,,365639.66,,,,,,,,,,,,,,,,,,,,
120814,47,6170,,,,13361.88,,,,,,,,,,1390,,,,,,,,,,
120814,48,44740,,,,1862.27,,,,,,,,,,,,,,,,,,,,
120815,1,,,,,,,,,,35614.02,,,,,,,,,,,,,,,
120815,5,,,7288.25,,24001.74,,,,,,,,,,,5000,,,,,,,,,
120815,8,,,,,6925.12,,,,,,,,,,,60.61,,,,,,,,,
120815,9,,,,,,,,,,,,,,,,1417.75,,,,,,,,,
120815,10,1062.53,83.4,,,,,,,,,,,,,,449.22,,,,,,,,,
120815,12,,,,,4500,,,,,,,,,,,,,,,,,,,,
120815,14,9169.92,,,,498.17,,,,,,,,,,,298.89,,,,,,,,,
120815,16,,,,,1126.12,,,,,,,,,,,,,,,,,,,,
120815,18,,,,,125,,,,,,,,,,,,,,,,,,,,
120815,19,,,,,1280.46,,,,,,,,,,,330.85,,,,,,,,,
120815,20,,,,,1178.4,,,,,,,,,,,,,,,,,,,,
120815,22,,,,,1080,,,,,,,,,,,,,,,,,,,,
120815,24,,,,,931.38,,,,,,,,,,,,,,,,,,,,
120815,25,,,,,9266.93,,,,,,,,,,,,,,,,,,,,
120815,29,,,,,11441.06,,,,,,,,,,,,,,,,,,,,
120815,31,,,,,8349.91,,,,,,,,,,,,,,,,,,,,
120815,32,,,,,2000,,,,,,,,,,,,,,,,,,,,
120815,34,,,,,1208.98,,,,,,,,,,,,,,,,,,,,
120815,35,,,,,2000,,,,,,,,,,,340.61,,,,,,,,,
120815,40,,,,,303.23,,,,,,,,,,,486.31,,,,,,,,,
120815,42,,,,,6894.73,,,,,,,,,,,,,,,,,,,,
120815,45,,,,,2.9,,,,,,,,,,,,,,,,,,,,
120815,47,,,,,43980.55,,,,,,,,,,,,,,,,,,,,
120816,2,,,,,4355.25,,,,,,,,,,,,,,,,,,,,
120816,4,,,,,,,,,,68670,,,,,,38143.8,,,,,,,,,
120816,5,,,,,2160,,,,,,,,,,,,,,,,,,,,
120816,6,,,,,4743.84,,,,,,,,,,,,,,,,,,,,
120816,7,,,,,597.78,,,,,,,,,,,,,,,,,,,,
120816,8,,,,,17572.98,,,,,,,,,,,471.26,,,,,,,,,
120816,12,,,,,9660,,,,,,,,,,,,,,,,,,,,
120816,14,,,,,35820.46,,,,,,,,,,,,,,,,,,,,
120816,17,,,,,5000,,,,,,,,,,,425.85,,,,,,,,,
120816,19,,,,,522,,,,,,,,,,,,,,,,,,,,
120816,21,,,,,14913.76,,,,,,,,,,,,,,,,,,,,
120816,32,,,,,2403.77,,,,,,,,,,,,,,,,,,,,
120816,35,,,,,863.88,,,,,,,,,,,,,,,,,,,,
120816,38,,,,,2000,,,,,,,,,,,,,,,,,,,,
120816,40,,,,,17376,,,,,,,,,,11,,,,,,,,,,
120816,45,,,,,1673.77,,,,,,,,,,,,,,,,,,,,
120816,46,,,,,1800,,,,,,,,,,,,,,,,,,,,
120816,48,,,,,3558.25,,,,,,,,,,,,,,,,,,,,
120817,1,,,,,,,,,,34534.75,,,,,,,,,,,,,,,
120817,4,,,,,,,,,,,,,,,,11115.13,,,,,,,,,
120817,6,193.82,19.2,,,,,,,,,,,,,,,,,,,,,,,
120817,8,,,,,2928.4,,,,,,,,,,,,,,,,,,,,
120817,12,,,,,157112.01,,,,,,,,,,,,,,,,,,,,
120817,14,,,4248.05,,5162.12,,,,,,,,,,,,,,,,,,,,
120817,17,,,,,5003.72,,,,,,,,,,,,,,,,,,,,
120817,18,,,,,764,,,,,,,,,,,873.65,,,,,,,,,
120817,19,,,,,23808.53,,,,,,,,,,,138.73,,,,,,,,,
120817,22,,,,,2555.79,,,,,,,,,,,,,,,,,,,,
120817,24,,,,,3676.28,,,,,,,,,,,3000,,,,,,,,,
120817,25,,,,,,,,,,,,,,,44,,,,,,,,,,
120817,29,,,,,7013.72,,,,,,,,,,,422.28,,,,,,,,,
120817,35,,,,,,,,,,,,,,,,689.11,,,,,,,,,
120817,38,,,,,5264.19,,,,,,,,,,,,,,,,,,,,
120817,42,,,,,,,,,,,,,,,,209.28,,,,,,,,,
120817,44,,,,,1919.1,,,,,,,,,,,,,,,,,,,,
120817,45,,,,,546.36,,,,,,,,,,,,,,,,,,,,
120817,47,,,,,6557.79,,,,,,,,,,737,,,,,,,,,,
120817,48,,,,,16329.85,,,,,,,,,,,,,,,,,,,,
120820,4,,,,,26588.84,,,,,,,,,,,10507.02,,,,,,,,,
120820,7,,,,,107.71,,,,,,,,,,,,,,,,,,,,
120820,10,,,,,220.61,,,,,,,,,,,,,,,,,,,,
120820,13,,,,,5293.68,,,,,,,,,,,,,,,,,,,,
120820,14,800,,,,637,,,,,,,,,,,2247.38,,,,,,,,,
120820,17,,,,,8830.94,,,,,14302.1,,,,,,200,,,,,,,,,
120820,20,,,,,345.6,,,,,,,,,,,,,,,,,,,,
120820,21,,,,,2500,,,,,,,,,,,,,,,,,,,,
120820,22,,,,,192.66,,,,,,,,,,,,,,,,,,,,
120820,26,,,,,168,,,,,,,,,,,,,,,,,,,,
120820,27,,,,,10193.19,,,,,,,,,,,,,,,,,,,,
120820,31,,,,,4220.11,,,,,,,,,,,,,,,,,,,-2569000,
120820,36,,,,,300,,,,,,,,,,,,,,,,,,,,
120820,37,943.5,97.5,,,2503.68,,,,,,,,,,,,,,,,,,,,
120820,38,,,,,1000,,,,,,,,,,,,,,,,,,,,
120820,45,,,,,65.54,,,,,,,,,,,,,,,,,,,,
120820,46,,,,,15284.84,,,,,,,,,,,,,,,,,,,,
120821,2,,,,,110317.99,,,,,,,,,,,,,,,,,,,,
120821,4,,,,,500,,,,,,,,,,,5752.87,,,,,,,,,
120821,6,,,,,20,,,,,,,,,,,,,,,,,,,,
120821,8,,,,,1051.68,,,,,,,,,,,,,,,,,,,,
120821,9,,,,,1224,,,,,,,,,,,,,,,,,,,,
120821,12,,,,,0.08,,,,,,,,,,,288,,,,,,,,,
120821,13,4000,,,,42225.47,,,,,,,,,,,3000,,,,,,,,,
120821,14,,,,,812.37,,,,,,,,,,,2000,,,,,,,,,
120821,17,,,,,200,,,,,,,,,,,,,,,,,,,,
120821,18,,,,,983.19,,,,,,,,,,,388,,,,,,,,,
120821,20,703.42,,,,5598.64,,,,,,,,,,,,,,,,,,,,
120821,23,,,,,16.45,,,,,,,,,,,,,,,,,,,,
120821,24,,,,,15601.24,,,,,,,,,,,,,,,,,,,,
120821,28,,,,,4789.93,,,,,,,,,,,,,,,,,,,,
120821,31,,,,,999.23,,,,,,,,,,,,,,,,,,,,
120821,33,,,,,1265.46,,,,,,,,,,,,,,,,,,,,
120821,35,,,,,,,,,,,,,,,,1224.27,,,,,,,,,
120821,38,,,,,5450.48,,,,,20926.18,,,,,,,,,,,,,,,
120821,39,,,,,3981.48,,,,,,,,,,,,,,,,,,,,
120821,40,,,,,1598.18,,,,,,,,,,,424.67,,,,,,,,,
120821,41,,,,,856.56,,,,,,,,,,,,,,,,,,,,
120821,43,10563.44,851.27,,,112853.06,,,,,24133.2,,,,,,,,,,,,,,,
120821,48,,,,,311.01,,,,,,,,,,,,,,,,,,,,
120822,4,657124.26,66323.44,20338.71,,1085300.32,,,,,198,,,,,,9304.74,,,,,,,,,
120822,5,1607348.51,175375.38,77687.56,,,,,,,,,,,,,,,,,,,,,,
120822,6,194153.33,19815.03,30786.11,,10946.72,,,,,,,,,,,,,,,,,,,,
120822,7,,,,,29.44,,,,,,,,,,,,,,,,,,,,
120822,8,26503.75,2939.81,4834.84,,4907.33,,,,,,,,,,,,,,,,,,,,
120822,13,789713.5,85399.82,29497.89,,,,,,,,,,,,,,,,,,,,,,
120822,14,2466403.31,272919.05,60410.79,,8504.67,,,,,,,,,,,,,,,,,,,,
120822,16,,,,,692,,,,,,,,,,,,,,,,,,,,
120822,19,,,,,,,,,,,,,,,2.73,1225.08,,,,,,,,,
120822,20,347793.83,39751.19,37535.09,,84.72,,,,,,,,,,,,,,,,,,,,
120822,23,571631.11,60606.85,27967.31,,3245.5,,,,,,,,,,,,,,,,,,,,
120822,24,471261.79,55193.31,21359.32,,,,,,,,,,,,,,,,,,,,,,
120822,28,657446.72,75686.19,19805.18,,,,,,,,,,,,,,,,,,,,,,
120822,29,,,,,756.59,,,,,,,,,,,,,,,,,,,,
120822,34,352325.02,38651.64,24832.55,,,,,,,,,,,,,,,,,,,,,,
120822,35,496728.68,60504.7,27535.24,,,,,,,,,,,,,,,,,,,,,,
120822,39,,,,,1500.67,,,,,,,,,,,,,,,,,,,,
120822,40,,,,,,,,,,,,,,,,103.01,,,,,,,,,
120822,41,,,,,3447.7,,,,,,,,,,,,,,,,,,,,
120822,44,258895.15,30123.08,6827.28,,3810.9,,,,,,,,,,,,,,,,,,,,
120822,46,489390.72,55659.44,6316.55,,,,,,,,,,,,,,,,,,,,,,
120822,47,4826475.82,526793.37,255716.51,,4164.34,,,,,,,,,,,,,,,,,,,,
120823,1,,,,,912749,,,,,,,,,,,,,,,,,,,,
120823,2,1187492.29,136846.25,29333.73,,,,,,,,,,,,,,,,,,,,,,
120823,4,91920.57,6492.77,2560.52,,13472.55,,,,,,,,,,,18558.95,,,,,,,,,
120823,5,112110.98,,,,988.81,,,,,,,,,,,,,,,,,,,,
120823,6,240641.29,24113.84,23793.9,,62884.6,,,,,,,,,,,5297.88,,,,,,,,,
120823,7,83802,14700.98,69617.92,,,,,,,,,,,,,,,,,,,,,,
120823,8,536480.57,52898.56,33753.2,,,,,,,,,,,,,,,,,,,,,,
120823,10,230027.37,24941.06,1678.51,,,,,,,,,,,,,,,,,,,,,,
120823,13,1043344.37,108263.35,37510.75,,1491.46,,,,,,,,,,,,,,,,,,,,
120823,14,1506203.75,169672.57,158382.23,,28057.07,,,,,,,,,,,,,,,,,,,,
120823,17,1528618.83,166595.19,27188.3,,24652.44,,,,,,,,,,,,,,,,,,,,
120823,18,1439932.03,156313.41,88198.79,,,,,,,,,,,,,,,,,,,,,,
120823,19,,,,,,,,,,,,,,,,813.2,,,,,,,,,
120823,20,26232,,,,,,,,,,,,,,,,,,,,,,,,
120823,22,394902.35,42944.92,27836.86,,,,,,,,,,,,,,,,,,,,,,
120823,23,,,,,23225.56,,,,,,,,,,,,,,,,,,,,
120823,25,67136.38,,,,4829.09,,,,,,,,,,,,,,,,,,,,
120823,26,468177.07,53080.83,40147.29,,,,,,,,,,,,,,,,,,,,,,
120823,27,488129.69,53556.64,29627.83,,,,,,,,,,,,,,,,,,,,,,
120823,28,20271.32,,,,20000.3,,,,,,,,,,,,,,,,,,,,
120823,29,448783.52,51518.32,20083.85,,596.77,,,,,,,,,,,138.6,,,,,,,,,
120823,30,768372.54,84791.71,50670.72,,,,,,,,,,,,,,,,,,,,,,
120823,31,229496.83,189948.49,1616452.6,,22756.5,,,,,,,,,,,,,,,,,,,,
120823,32,377912.32,41867.81,35362.9,,,,,,,,,,,,,,,,,,,,,,
120823,33,715073.07,75564.48,27608.2,,201.6,,,,,,,,,,,1886.76,,,,,,,,,
120823,34,,,,,7000,,,,,,,,,,,,,,,,,,,,
120823,35,17416,,,,,,,,,,,,,,,355.9,,,,,,,,,
120823,36,371281.26,47019.24,44958.25,,200,,,,,,,,,,,,,,,,,,,,
120823,38,982715.28,111553.9,104897.91,,3100.8,,,,,,,,,,,,,,,,,,,,
120823,39,393244.59,41685.68,27223.43,,3396,,,,,,,,,,,,,,,,,,,,
120823,40,717004.32,79506.62,38679.68,,,,,,,,,,,,,,,,,,,,,,
120823,41,561882.88,55032.22,16786.64,,,,,,,,,,,,,,,,,,,,,,
120823,42,337534.22,42165.81,23203.3,,,,,,,,,,,,,,,,,,,,,,
120823,44,,,215,,,,,,,,,,,,,,,,,,,,,,
120823,45,118184.39,14638.33,4407.99,,290,,,,,,,,,,,,,,,,,,,,
120823,46,15672.56,,1537.39,,,,,,,,,,,,,,,,,,,,,,
120823,47,1358981.88,118797.76,33837.13,,20911.84,,,,,,,,,,,50.09,,,,,,,,,
